Titre;Temps Total;Temps Préparation;Temps Cuisson;Nombre de personnes;Difficulté;Coût;Ingrédients;Étapes;Ustensiles;Liens_recette
Frappé au café brasseur;5 min;5 min;-;2;très facile;bon marché;['2 cuillères à soupe de sucre', '6 cl de café', '10 cl de lait', '½ sachet de sucre vanillé', '3 boules de glace vanille', '2 boules de glace café'];"['Faites du café dans votre cafetière ou machine expresso .', 'Introduisez le dans le blender, puis le lait, le sucre vanillé et le sucre, puis les boules de glaces et enfin les glaçons.', ""Mixez bien jusqu'à ce que les glaçons forment une mousse."", ""Mettez dans des verres et ajoutez de la crème chantilly, c'est exquis !!"", 'Une délicieuse boisson fraîche vous attend !']";[];https://www.marmiton.org/recettes/recette_frappe-au-cafe-brasseur_345192.aspx
Grog au thé;15 min;10 min;5 min;1;très facile;moyen;['5 cl de rhum ,', '25 cl de thé noir sucré selon votre goût (personnellement, je sucre très légèrement),', '1 rondelle de citron'];['Préparer le thé noir, que vous sucrez selon votre goût.', 'Dans un mazagran mettre une rondelle de citron, le rhum, et le thé noir.', 'Les proportions de thé et de rhum sont à adapter selon le goût de chacun.'];[];https://www.marmiton.org/recettes/recette_grog-au-the_42705.aspx
Karsk (Norvège);10 min;10 min;-;1;facile;bon marché;['1 pincée de sucre', 'café (2/3)', 'vodka (1/3)'];"[""Dans un petit verre ou une tasse, remplir avec 1 part d'alcool et 2 parts de café."", 'Ajouter le sucre et mélanger avant de déguster.']";['1 balance de cuisine'];https://www.marmiton.org/recettes/recette_karsk-norvege_531088.aspx
Kéfir de fruits;1 j 8 min;8 min;-;1;très facile;bon marché;"['2 figues séchées', '4 cuillères à soupe de sucre', '2 cuillères à soupe de kéfir en graines', '1 demi de jus de citron', ""1 l d' eau (minéral de préférence)""]";"[""Dans une bouteille ou un récipient en verre d'un litre environ, mettez les graines de kéfir, le sucre et le jus de citron. Ajoutez un peu d'eau et diluez le sucre au maximum en tournant la bouteille."", ""Ajoutez les figues sèches et complétez le reste de l'espace avec de l'eau."", ""Mettez une gaze sur la bouteille attachez la avec une ficelle, il faut que l'air passe mais pas les insectes."", ""Ensuite laissez au moins 24 ou 36h (selon l'acidité et l'amertume que vous voulez) (moins l'été) la bouteille à température ambiante (si vous voulez qu'il soit plus acide ou plus amer mettez le 36h sinon 24h). En général quand les figues sont remontés la boissons est prête mais vous pouvez la laisser plus longtemps."", 'Une fois que la boissons a assez reposé filtrez-là et mettez-là dans une bouteille type ""bouteille de limonade"" avec un bouchon solide.', ""Conservez le kéfir de fruits au réfrigérateur une fois qu'il est prêt."", 'Ensuite rincez les graines de kéfir et vous pouvez préparer une nouvelle tournée. (vous pouvez aussi conserver les graines de kéfir dans un pot fermé au réfrigérateur)']";['1 balance de cuisine', '1 Réfrigérateur'];https://www.marmiton.org/recettes/recette_kefir-de-fruits_534260.aspx
Liqueur avec des noix vertes;15 min;15 min;-;1;très facile;bon marché;"['1 gousse de vanille coupée', '250 g de sucre', '15 noix vertes coupées en morceaux', ""75 cl d' eau -de-vie""]";['- Mettre le tout dans un bocal.', '- Laisser macérer 15 jours (en agitant souvent).', '- Filtrer et mettre en bouteille.'];['1 Entonnoir'];https://www.marmiton.org/recettes/recette_liqueur-avec-des-noix-vertes_164899.aspx
Liqueur d'arquebuse;5 min;5 min;-;1;très facile;bon marché;"['sucre selon le goût', ""2 branches d' arquebuse"", ""1 l d' alcool pour fruits""]";"[""Mettre les branches dans l'alcool puis ajouter le sucre."", 'Laisser macérer au moins 1 mois en retournant la bouteille de temps en temps pour que le sucre fonde bien.', 'Excellent digestif!']";['1 Entonnoir', '1 balance de cuisine'];https://www.marmiton.org/recettes/recette_liqueur-d-arquebuse_51101.aspx
Liqueur de Mémé;5 min;5 min;-;5;très facile;moyen;"['40 morceaux de sucre', '1 bouteille de vin rouge', '100 feuilles de pêcher', ""1 verre d' eau de vie ou de Calva""]";"['Rincer les feuilles de pêcher.', ""Les incorporer dans la bouteille de 1,5 l vide, ajouter les morceaux de sucre, le verre d'eau de vie ou de Calva, puis les 75 cl de vin rouge."", 'Pour finir, laisser macérer 3 à 4 semaines minimum. Filtrer avant de consommer.']";['1 Entonnoir', '1 balance de cuisine'];https://www.marmiton.org/recettes/recette_liqueur-de-meme_67773.aspx
Liqueur de noyaux;30 min;30 min;-;1;très facile;bon marché;"['250 g de sucre', ""½ l d' eau de vie à 45°"", 'fruits au fur et à mesure des saisons']";"[""Déposez les noyaux des fruits que vous consommez dans un bocal, couvrez d'eau de vie. Ajoutez du sucre au fur et à mesure."", 'Ajouter les noyaux de fruits au fil de la saison de mai à septembre. Attendre 1 mois après le dernier apport de noyaux. Ajouter du sucre selon votre gout.']";['1 Entonnoir', '1 balance de cuisine'];https://www.marmiton.org/recettes/recette_liqueur-de-noyaux_12547.aspx
Milk shake à l'orgeat;5 min;5 min;-;1;très facile;bon marché;"['3 cuillères à soupe de sucre en poudre', '25 cl de lait', '2 glaçons', ""4 cl de sirop d'orgeat"", '1 pointe de crème liquide']";"['Placez tous les ingrédients dans un shaker.', ""Secouez jusqu'à ce que ça mousse."", 'Prenez votre plus belle paille et vos plus beaux verres.', 'Buvez de suite, très frais!! :)']";[];https://www.marmiton.org/recettes/recette_milk-shake-a-l-orgeat_30993.aspx
milk shake merveilleux au chocolat;5 min;5 min;-;1;très facile;bon marché;['1 boule de glace au chocolat', '2 glaçons', '1 cuillère à soupe de cacao', '1 verre de lait'];"[""Mettre tous les ingrédients dans un mixeur et mélanger le tout jusqu'à obtenir un mélange bien mousseux."", 'Verser dans un grand verre et déguster aussitôt']";['1 Mixeur', '1 saladier', '1 Cuillère en bois'];https://www.marmiton.org/recettes/recette_milk-shake-merveilleux-au-chocolat_39135.aspx
Milk-shake aux framboises;10 min;10 min;-;4;très facile;bon marché;"['4 pots de yaourt', '½ pot de sucre (prendre le pot de yaourt pour mesurer)', '500 g de framboises', '2 sachets de coulis de framboise', ""1 pot d' eau (prendre le pot de yaourt pour mesurer)""]";"[""Met les 4 pots de yaourt dans un saladier, ajoute l'eau et le sucre, et le coulis de framboises."", ""Écrase les framboises à la fourchette et mélange-les dans le saladier avec le yaourt, l'eau, le sucre et le coulis de framboises.""]";['1 saladier', '1 fourchette', '1 balance de cuisine'];https://www.marmiton.org/recettes/recette_milk-shake-aux-framboises_530524.aspx
Milk-shake chocolat, vanille, banane;5 min;5 min;-;1;très facile;bon marché;['1 banane ( bien mure )', '20 cl de lait demi-écrémé', '1 boule de glace vanille', '1 boule de glace au chocolat'];"[""Mixer tous les ingredients dans l'ordre, à servir tout de suite dans un grand verre avec une paille.""]";['1 Mixeur'];https://www.marmiton.org/recettes/recette_milk-shake-chocolat-vanille-banane_55910.aspx
Milkshake au Cookeo;5 min;5 min;-;4;facile;bon marché;['20 cl de crème fraîche', '2 cuillères à café de sucre', '200 g de yaourt à la grecque', '20 cl de sirop au parfum de votre choix'];['Congelez le yaourt mélangé au sirop, en petites portions dans des bacs à glaçons, pendant au moins 5 heures.', 'Versez les glaçons obtenus, la crème, le sucre dans la cuve du Cookeo. Mixez en augmentant la puissance progressivement. Dégustez immédiatement.'];['1 Cookeo', '1 balance de cuisine'];https://www.marmiton.org/recettes/recette_milkshake-au-cookeo_383734.aspx
Milkshake Halloween;5 min;5 min;-;1;très facile;bon marché;['1 pointe de colorant alimentaire rouge', '1 verre de lait', 'sirop de fraise'];['Verse le sirop tout en versant le lait bien frais.', 'Remue puis mets le colorant, mais attention ! Pas beaucoup.'];[];https://www.marmiton.org/recettes/recette_sang-frais-d-halloween-milk-shake-special-enfant_531941.aspx
Mocktail framboise passion menthe;;-;-;1;très facile;moyen;['1 cuillère à soupe de sucre roux', '12 framboises fraîches ou surgelées', '3 cl de coulis de fruits de la passion', '8 feuilles de menthe', '½ citron vert', '10 glaçons', 'eau gazeuse'];"['Découper le citron vert en petits morceaux.', 'Ajouter par dessus les feuilles de menthe, 9 framboises et le sucre. Ecraser au pilon.', ""Ajouter ensuite quelques glaçons, le coulis de passion, les framboises restantes et compléter avec de l'eau gazeuse.""]";[];https://www.marmiton.org/recettes/recette_mocktail-framboise-passion-menthe_350207.aspx
Mon smoothie à San Francisco;2 min;2 min;-;1;très facile;bon marché;"['1 banane', '1 orange', 'fraises ça variait chaque jour)', '1 pincée de gingembre en poudre', '1 bol de framboises', 'myrtilles', ""20 cl de lait de soja sucré ou nature (moi je l'achète toujours nature)"", '1 pincée de cannelle en poudre']";"[""Mettez le tout dans un blender et laissez quelques secondes afin d'obtenir une jolie émulsion.""]";['1 blender'];https://www.marmiton.org/recettes/recette_mon-smoothie-a-san-francisco_33770.aspx
Smoothie à la menthe;10 min;10 min;-;1;très facile;bon marché;['1 cuillère à soupe de miel', '20 cl de lait', '2 branches de menthe', '3 glaçons', '1 bonne pincée de cannelle'];['Effeuiller les tiges de menthe et bien les mixer avec le lait, le miel et la cannelle.', 'Ajouter les glaçons et les mixer grossièrement.', 'Saupoudrer de cannelle et servir.'];['1 blender', '1 Mixeur'];https://www.marmiton.org/recettes/recette_smoothie-a-la-menthe_59682.aspx
Smoothie abricot-brugnon;15 min;15 min;-;2;facile;bon marché;['3 abricots', '1 brugnon', '15 cl de lait'];['Mettre le lait dans un blender.', 'Couper les abricot et le brugnon et mettre les fruit dans le blender.', 'Mixer le tout', 'Servir bien frais avec une jolie décoration.', '!!! Bonne dégustation !!!'];['1 blender', '1 couteau', '1 Mixeur'];https://www.marmiton.org/recettes/recette_smoothie-abricot-brugnon_228663.aspx
Smoothie acidulé;5 min;5 min;-;4;très facile;bon marché;['300 g de framboises', '4 cuillères de glace de glace au citron (plus ou moins acide)', 'fruits aux agrumes', '5 glaçons'];"['Lavez les framboises, puis placez-les dans le mixer.', ""Versez le jus des fruits jusqu'aux 3/4 des framboises."", 'Rajoutez la glace et les glaçons, puis mixez. Faites attention que les glaçons soient bien mixés, mais que le résultat ne soit pas trop liquide.', 'Placez au frigo ou dégustez sans plus attendre !!']";['1 blender', '1 Mixeur'];https://www.marmiton.org/recettes/recette_smoothie-acidule_50791.aspx
Smoothie ananas et pêche blanche;10 min;10 min;-;3;facile;bon marché;['½ ananas sans la peau', '3 pêches blanches pelées', '2 yaourts natures', '10 cl de lait'];['Mettre les deux yaourts ainsi que le lait dans un mixeur.', 'Y ajouter ensuite les fruits coupés en morceaux. Mixer finement.', 'Verser dans des verres avec des glaçons.'];['1 blender', '1 Mixeur'];https://www.marmiton.org/recettes/recette_smoothie-ananas-et-peche-blanche_328292.aspx
Smoothie bananapple;5 min;5 min;-;1;très facile;bon marché;['1 banane', '1 yaourt onctueux (genre', '1 pomme'];"['Coupez en fines rondelles la banane puis épluchez, épépinez et coupez en petits morceaux votre pomme.', 'Mettez le tout dans votre mixeur, avec le yaourt.', 'Appuyez sur le bouton, puis patientez le temps que le mélange devienne bien homogène et lisse (il ne doit pas rester de morceaux de fruits !).', ""Enfin, versez le tout dans un grand verre et dégustez à l'aide d'une paille ou d'une cuillère ;)""]";['1 blender', '1 Mixeur', '1 saladier'];https://www.marmiton.org/recettes/recette_smoothie-bananapple_84545.aspx
Smoothie Banane Cassis;5 min;5 min;-;1;très facile;bon marché;['1 banane', '1 yaourt au cassis', '2 brugnons'];"['Eplucher les brugnons, les couper en dés.', 'Eplucher la banane et la couper en morceaux.', 'Mettre dans un mixer, accompagné du yaourt au cassis (ou autre goût que vous estimerez convenir).', ""Mixer jusqu'à obtention d'une pâte lisse, mousseuse, pas trop liquide."", ""Verser dans un verre, mettre au frais, et ne consommer que lorsque c'est bien bien froid.""]";['1 blender', '1 couteau', '1 économe', '1 Mixeur', '1 Frigo'];https://www.marmiton.org/recettes/recette_smoothie-banane-cassis_73070.aspx
Smoothie crème de Pêches;5 min;5 min;-;2;très facile;bon marché;['1 yaourt natures selon goût', '2 oranges', '1 cuillère à soupe de miel', '4 pêches', '5 glaçons'];"['Presser le jus des oranges et le verser dans le blender avec les pêches épluchées, le yaourt, les glaçons et le miel.', ""Bien mixer, c'est prêt!""]";['1 blender', '1 presse agrume', '1 Mixeur'];https://www.marmiton.org/recettes/recette_smoothie-creme-de-peches_73278.aspx
Smoothie de courgette lait de cocoriandre;35 min;20 min;15 min;4;facile;bon marché;['4 courgettes (blanches ou vertes)', '1 cuillère à café de curcuma', '1 pincée de gros sel', 'poivre moulu', '½ botte de coriandre fraîche', '20 cl de lait de vache', '20 cl de lait de coco'];"['Laver et couper en rondelles grossières les courgettes.', ""Les faire bouillir dans de l'eau salée."", 'Ne pas égoutter les courgettes. Les transvaser dans un blender avec une louche, en les recouvrant environ au 2/3 de jus de cuisson.', ""Retirer les tiges de la coriandre et en nettoyer les feuilles à l'eau fraîche. Les incorporer au mélange dans le blender."", 'Ajouter dans le blender le lait, le curcuma, une petite pincée de poivre et un peu de lait de coco.', 'Bien mixer. Goûter. En fonction de votre préférence, laisser ainsi ou ajouter du lait de coco, selon que vous appréciez ou non le sucré-salé.', 'Servir dans un grand verre avec une paille.']";['1 blender', '1 Couteau', '1 louche', '1 saladier', '1 Mixeur'];https://www.marmiton.org/recettes/recette_smoothie-de-courgette-lait-de-cocoriandre_335606.aspx
Smoothie de kiwi vitaminé;10 min;10 min;-;4;très facile;bon marché;"['1 cuillère à café de gingembre râpé', '4 kiwis', '1 mangue', ""50 cl de jus d'ananas"", '10 cl de glaçons', '5 cl de jus de citron', '10 cl de lait battu']";['Mélangez tous les ingrédients et mixez le tout finement (blender ou mixeur plongeant).'];['1 blender', '1 Mixeur', '1 mixeur plongeant', '1 saladier'];https://www.marmiton.org/recettes/recette_smoothie-de-kiwi-vitamine_342605.aspx
Smoothie frais et vitaminé;10 min;10 min;-;1;très facile;bon marché;['8 fraises', '1 yaourt nature', '1 kiwi'];"['Pelez le kiwi et coupez-le en rondelles.', 'Equettez les fraises et coupez-les en morceaux.', ""Passez les fruits au mixeur avec le yaourt jusqu'à obtenir un mélange homogène et velouté."", 'Réservez au frais pendant 1h.', 'A déguster au petit-déjeuner ou au goûter.', 'Vous pouvez, si vos fruits ne sont pas assez mûrs, y ajouter du sucre selon votre goût.']";['1 blender', '1 Mixeur', '1 saladier', '1 balance de cuisine'];https://www.marmiton.org/recettes/recette_smoothie-frais-et-vitamine_57360.aspx
Smoothie fraise et cerise;10 min;10 min;-;3;très facile;bon marché;['250 g de fraises', '2 cuillères à café de sucre', '10 cerises', 'lait'];['Coupez les fraises en rondelles et enlevez le noyau des cerises et mettez que la chair. Ajoutez le lait et mixez le tout et mettez le sucre.', 'Le tour est joué !'];['1 blender', '1 dénoyauteur', '1 balance de cuisine'];https://www.marmiton.org/recettes/recette_smoothie-fraise-et-cerise_227634.aspx
Smoothie fraise-abricot;10 min;10 min;-;2;facile;bon marché;['250 g de fraises coupées en cubes', '4 abricots de taille moyenne', '1 cuillère à soupe de menthe'];"['Dans le bol du mixeur, mettre les cubes de fraise, les abricots coupés aussi en petits cubes et la cuillère de menthe (elle peux être fraîche ou séchée).', ""Mixer jusqu'à obtention d'un liquide crémeux."", 'Servir bien frais.']";['1 blender', '1 Mixeur', '1 bol'];https://www.marmiton.org/recettes/recette_smoothie-fraise-abricot_70776.aspx
Smoothies framboise et chocolat;5 min;5 min;-;1;très facile;bon marché;['1 cuillère à café de sucre', '4 carrés de chocolat', '20 framboises', '15 cl de lait (15 cl)'];['Dans un robot mettre les framboises, 3 carrés de chocolat en fines lamelles et le sucre. Mixer et servir dans un verre.', 'Pour la décoration râper le reste de chocolat sur votre smoothie choco-framboise.'];['1 blender', '1 robot pâtissier', '1 Mixeur', '1 Râpe', '1 balance de cuisine'];https://www.marmiton.org/recettes/recette_smoothies-framboise-et-chocolat_72359.aspx
